상세검색_서비스분야,상세검색_지원형태,상세검색_신청방법,지원형태,신청기간,접수기관,전화문의,지원대상,선정기준,지원내용,신청방법,제출서류,문의처,관계법령,최종수정일
행정-안전,기타,방문신청,기타,접수기관에 문의,경찰청,경찰민원콜센터 (☎ 182),○ 국내 체류 외국인,○ 국내 체류 중인 외국인이라면 누구나 선정 가능,"○ 외국인이 자유롭게 출입하는 다문화 가족지원센터, NGO 단체 등 전국 394개소 지정 운영, 법률 지원(상담) 피해 구조",경찰서에 방문 또는 다문화 가족지원센터 등 외국인 도움센터 방문,,,,2022-06-22
행정-안전,기타,방문신청,기타,접수기관 별 상이,전국 여성긴급전화1366센터,여성긴급전화 (☎ 1366),"○ 가정폭력, 성폭력, 성매매 등 여성폭력으로 인해 긴급한 보호 또는 상담을 해야 하는 여성",지원대상과 동일,"○ 폭력 피해자에 대한 1차 긴급상담, 서비스 연계(의료기관, 상담기관, 법률구조기관, 보호시설 등) 등 위기개입 서비스 제공- 가정폭력·성폭력·성매매 관련 피해 여성이 여성긴급전화 1366으로 긴급피난 전화 시 현장상담원이 현장에 출동하여 긴급 보호·상담 및 의료·법률 지원 등의 서비스 제공","방문, 전화, 인터넷",,,,2022-06-13
행정-안전,기타,방문신청,현물기타,접수기관에 문의,경찰청,경찰민원콜센터 (☎ 182),○ 강력범죄 피해자,지원대상과 동일,"○ 신변보호  - 스마트워치 제공, 주거지 맞춤형 순찰, 주거지 CCTV 설치, 임시숙소 제공 등 ○ 심리적 지원  - 경찰단계 응급심리지원  - 범죄피해센터 등 관계기관 협업을 통한 장기 심리상담 서비스 연계 ○ 경제적 지원  - 범죄피해센터·지자체 등 관계기관 협업을 통해 치료비·생계비·주거지원 등 제공",관할 경찰서 수사과 피해자전담경찰관에게 문의,"신청서, 개인정보제공동의서 등",,,2022-06-22
행정-안전,기타,방문신청,기타,해당사건 접수후,관할지방해양안전심판원 심판관실,해양수산부 중앙해양안전심판원 (☎ 044-200-6117),"○ 사회적 약자(연령, 장애, 빈곤, 교육정도 등)에 해당하는 해양사고관련자","○ 다음 각각 호의 어느 하나에 해당하는 경우로서 심판변론인이 없는 때○ 국선 심판변론인 선정 기준  - 해양사고관련자가 미성년자인 경우 - 해양사고관련자가 70세 이상인 경우 - 해양사고관련자가 청각 또는 언어장애 및 심신장애의 의심이 있는 경우 - 중위소득(4인가구 기준) 60%이하, 국민기초생활 수급권자  - 교육정도(고졸 이하)  - 국가유공자, 그유족 또는 가족",○ 해양사고관련자가 심판원에 대하여 하는 신청ㆍ청구ㆍ진술 등의 대리 또는 대행 ○ 해양사고관련자에 대하여 하는 해양사고와 관련된 기술적 자문,"우편접수 ㅇ 중앙해양안전심판원 : 세종시 가름로232 세종비즈니스센터 A동 521호(30121)ㅇ 부산지방해양안전심판원 : 부산광역시 동구 충장대로 351(48755)ㅇ 인천지방해양안전심판원 : 인천광역시 미추홀구 석정로239, 8층(22101)ㅇ 목포지방해양안전심판원 : 전남 목포시 통일대로 130(58746)ㅇ 동해지방해양안전심판원 : 강원도 동해시 한섬로 141-1(25769)",○  선정대상임을 증명하는 서류   - 「해양사고의 조사 및 심판에 관한 법률 시행규칙」 제17조제1항에 따른 사유,,,2022-01-25
행정-안전,기타,방문신청,기타,접수기관 별 상이,"경찰서, 검찰청 등 수사기관이나 법원에 구두 또는 서면 신청",법무부 인권국 여성아동인권과 (☎ 02-2110-3140),"○ 지원대상 : : 성폭력범죄와 아동학대범죄 피해자중 만 13세 미만 아동이거나 범죄 피해자인 장애인(장애 의심이 되는 경우에도 지원)   ○ 연령기준 : 아동(만13세미만), 장애인 (제한없음) ○ 소득인정액 : 기준없음",○  신체적 또는 정신적인 장애로 의사소통에 어려움이 있는 장애인(또는 장애 의심) 범죄 피해자 혹은 성폭력범죄와 아동학대범죄 피해자 중 만 13세 미만 아동,"○ 피해자 사전평가 : 진술조력인은 조사 또는 증언 전 피해자와 면담을 거쳐 피해자의 심리상태, 의사소통 능력 등을 파악함. ○ 조사 또는 증언방법 논의 : 수사기관 또는 법원에 피해자의 심리상태, 의사소통능력 등에 대하여 전달하여 피해자의 현상태와 수준에 맞는 맞춤형 질문이 이루어 질 수 있도록 함. ○ 의사소통 중개 : 진술 조력인은 조사 또는 증언시 피해자의 옆에서 피해자가 심리적 안정감을 가지고 편안하게 진술할 수 있도록 도움을 주고, 피해자가 질문 내용을 이해하지 못하거나 진술하는데 어려움이 있는 경우 피해자가 쉬운 질문을 이해하고 진술할 수 있도록 진술 조력인이 의사소통을 중개·보조함. ○ 진술 조력인 보고서 제출 : 진술 조력인은 조사 또는 증인 신문에 참여하여 피해자의 의사소통이나 표현능력, 특성 등에 관한 의견을 수사 기관이나 법원에 제출함.","○ 신청권자 : 피해자 본인, 피해자의 법정대리인 또는 변호사○ 신청방법 : 경찰서, 검찰청 등 수사기관이나 법원에 구두 또는 서면 신청",https://ns.service.go.kr/svc/insert/3/514496?cuGbn=U#,,,2022-01-07
행정-안전,기타,방문신청,기타,접수기관 별 상이,권익보호과,여성가족부 권익증진국 권익보호과 (☎ 02-2100-6426),○ 가정폭력 피해자 및 그 가족,가정폭력 피해자,"○ 가정폭력 피해자 및 그 가족 가정폭력 피해자 상담, 임시 보호, 의료기관 보호시설 등 연계",방문,,,,2022-06-13
행정-안전,기타,방문신청,현금현물기타,접수기관 별 상이,시·군·구청,농림축산식품부 방역정책과 (☎ 044-201-2521),○ 시도 및 시군구 가축방역기관 등,○ 농식품부에서 지자체에 대한 검사장비 등 수요 파악 후 예산액 범위 내에서 지자체별로 사업비 지원,"○ 지자체 가축방역 사업 추진에 소요되는 방역 및 소독 차량, 검사장비 등 자본보조사업 추진",해당 읍면동에 문의,,,,2022-01-10
행정-안전,기타,방문신청,기타,접수기관 별 상이,경찰청,경찰민원콜센터 (☎ 182),○ 국내 체류 외국인,○ 국내 체류 중인 외국인이라면 누구나 선정 가능,○ 국내 법규 교육 및 상담- 외국인 근로자/유학생: 기초질서법 교육- 결혼이주여성 및 배우자: 가정폭력(아동학대) 등 범죄예방 교육- 다문화가정 자녀: 학교폭력 예방 교육,○ 경찰서에 방문 또는 전화로 외국인 범죄 예방 교육 신청,경찰서 방문 또는 전화로 외국인 범죄 예방 교육 신청,,,2022-01-24
행정-안전,기타,방문신청,기타,접수기관 별 상이,중소벤처기업진흥공단,중소벤처기업진흥공단 (☎ 055-751-9688),○ 해외진출 희망 중소벤처기업,○ 국제협력 우선순위 및 기대효과 고려,"○ APEC 중소기업혁신센터 운영 ○ 해외 중소벤처기업지원 유관기관과의 협력네트워크 구축 ○ 해외진출 세미나 및 매칭상담회 개최 ○ 산업 기술협력관 파견 및 교환 ○ 청도 중소기업지원센터, 말레이시아 코리아데스크, 인도네시아 코리아데스크 운영",상대국 수요 파악 -> 국내 예산 확보 및 사업 집행,"사업자등록증, 사업 신청서, 기업정보 수집, 이용, 제공, 조회 동의서",,,2022-06-15
행정-안전,기타,방문신청,기타,사업공고에 따름,시·군·구청,해당지역 시군구청,"○ 언어, 청각 장애인 - 장애인복지법 제59조에 따라 인가 등록",지원대상과 동일,"○ 언어 및 청각장애인의 의사소통 지원, 언어 및 청각장애인과의 의사소통 지원",○ 방문신청 및 핸드폰 등(전국200개소),지원신청서,,,2021-04-23
행정-안전,기타,방문신청,기타,상시신청,주민센터,복지정책과 (☎ 033-249-2419),"○ 지역사회서비스 : 기준 중위소득 140%이하를 원칙 적용하되 서비스별 상이(본인부담금 10% 이상) ○ 가사간병 : 만 65세 미만자 중 차상위계층, 생계의료주거교육급여 수급자 등",,"○ 지역사회서비스 : 아동,노인,장애인 신체건강관리, 아동역량개발 등 바우처 서비스",○ 주민등록상 거주지 주민센터에 방문 신청,"사회보장급여 제공(변경)신청서, 사회서비스 이용자 준수사항 안내확인 동의서, 기타증빙 서류 등(주민등록상 거주지 읍면동 주민센터에 상세 문의)",,,2022-07-10
행정-안전,기타,방문신청,기타,상시신청,공공자전거 스테이션,도시재생과 (☎ 064-728-3554),○ 만 15세 이상이면 누구든지 대여 가능,,○ 공공자전거 대여 서비스 제공 - 운영시간 : 6시 ~ 21시 - 이용시간 : 1회 180분 ○ 공공자전거 스테이션 위치 - 탐라도서관 주차장 - 국기로 대림아파트 동측 공영주차장 - 제주 아트센터 입구 - 설문대여성문화센터 남측 주차장 - 로얄쇼핑센터 앞 공영주차장 - 롯데시티호텔 뒤 공영주차장 - 벤처마루 앞 - 영락교회 앞 - 오라지구대 뒤 - 탑동해변공연장 - 제주시 국민체육센터 앞,○ 방문 신청 - 기타 : 공공자전거 스테이션,,,,2022-02-10
행정-안전,기타,방문신청,기타,상시신청,주민센터,생활보장과 (☎ 053-666-2523),○ 기초생활수급자 무연고 사망자,,"○ 기초수급 고독사 발생 시 유품 가재도구정리, 특수청소 실시",○ 방문 신청 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청 - 행정복지센터(부양의무자 등 확인 후 신청)→ 구청(대상자 선정),,,,2022-01-25
행정-안전,기타,방문신청,기타,상시신청,위탁동물병원,농정과 (☎ 041-670-2827),○ 태안군 유기동물 포획 및 위탁관리 동물병원,,○ 유기동물의 포획 및 보호 등 지원,○ 방문 신청 - 기타 : 위탁동물병원,,,,2021-12-01
행정-안전,기타,방문신청,기타,상시신청,"지역화폐 앱(그리고), 관내 금융기관                                                                                                                                                                                                                                                                                                주민센터",기업경제과 (☎ 033-340-2055),○ 횡성사랑상품권 사용자,,○ 사용금액의 5~10% 캐시백,"○ 온라인 신청  - 지역화폐 앱 '그리고' ○ 방문 신청 -  읍면행정복지센터(카드 교부만 가능) -  관내 판매대행점: 농협, 축협, 산림조합, 신협, 새마을금고, 삼일새마을금고  * 판매대행점은 노약자 및 구형 폰 사용자를 위하여 운영함으로 일반인은 스마트폰앱(발급 및 충전) 권장",,,,2021-12-13
행정-안전,기타,방문신청,이용권기타,상시신청,판매대행 금융기관,일자리경제과 (☎ 054-979-6522),○ 상품권 구매자,,○ 칠곡사랑상품권(지역화폐) 발행 및 포인트 지급,○ 방문 신청 - 기타 : 판매대행 금융기관,,,,2021-12-17
행정-안전,기타,방문신청,기타,상시신청,방문 신청,행정사회복지과 (☎ 063-580-4763),"○ 지역사회서비스  - 기준중위소득 120%~160%이하인 아동(만7~18세), 청소년(만18세이하),노인(만60세이상) ○ 가사간병서비스 - 만65세 미만의 생계,의료,주거,교육수급자, 차상위 계층",,"○ 지역사회서비스 - 중위소득 120% ~ 160%이하인 군민(아동,청소년,노인)에게 사회서비스이용권(바우처)제공",○ 방문 신청,,,,2022-08-08
행정-안전,기타,방문신청,기타,상시신청,주민센터,김천시 사회복지과 (☎ 054-420-6215),"○ 기초생활수급자, 차상위 계층의 독거노인",,"○ 사업내용 : 저소득 독거노인 가구의 전기재해를 사전에 예방하여 노후생활 안정 도모 ○ 점검대상 : 기초생활수급자, 차상위 계층의 독거노인 70가구 ○ 점검방법 : 한국전기안전공사 용역 시행 ○ 점검내용 : 전기시설 점검, 수리 및 전기 안전 교육",○ 방문 신청 - 주민센터 : 주소지 관할 읍면동 주민센터에 방문 신청,,,,2021-11-20
행정-안전,기타,방문신청,기타,상시신청,주민센터,사회복지과 (☎ 063-560-2272),○ 기준 중위소득 120%~150%,,"○ 영유아발달서비스, 장애인보조기기렌탈서비스, 노인맞춤운동서비스, 아동정서발달지원서비스, 아동청소년비전형성지원서비스, 정신건강토탈케어서비스, 가사간병방문서비스",○ 방문 신청  - 주민센터 : 읍면 행정복지센터 방문 신청,,,,2021-12-01
행정-안전,기타,방문신청,기타,상시신청,위탁동물병원,농정과 (☎ 041-670-2827),○ 위탁동물병원,,○ 유기동물의 보호 및 입양 처리 등 지원,○ 방문 신청 - 기타 : 위탁동물병원,,,,2021-12-01
행정-안전,기타,방문신청,기타,상시신청,주민센터,사회복지과 (☎ 063-539-5472),"○ 지역사회서비스투자사업 - 사업대상 : 기준중위소득 140%이하 취약계층(아동, 청소년, 노인, 장애인 등)",,"○ 지역사회서비스투자사업 - 사업대상 : 기준중위소득 140%이하 취약계층 - 사업내용 : 지역특성과 주민수요에 부합하는 지역맞춤형사회서비스제공(심리서비스, 장애인보조기기렌탈서비스 등) - 사업기간 : 12개월",○ 방문 신청  - 주민센터 : 관할 읍면동 주민센터 방문 신청,,,,2022-07-02
